Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
8,"NS1,NS2",CY135741,Yes,864,H3N8,07/25/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05382R0/2010
1,PB2,CY135744,Yes,2316,H3N8,07/25/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05382R0/2010
2,"PB1,PB1-F2,PB1-N40",CY135743,Yes,2304,H3N8,07/25/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05382R0/2010
6,NA,CY135747,Yes,1440,H4N6,07/25/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05408R0/2010
8,"NS1,NS2",CY135749,Yes,865,H4N6,07/25/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05408R0/2010
1,PB2,CY135752,Yes,2307,H4N6,07/25/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05408R0/2010
5,NP,CY135748,Yes,1540,H4N6,07/25/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05408R0/2010
7,"M1,M2",CY135746,Yes,991,H4N6,07/25/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05408R0/2010
2,"PB1,PB1-F2,PB1-N40",CY135751,Yes,2309,H4N6,07/25/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05408R0/2010
4,HA,CY135745,Yes,1708,H4N6,07/25/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05408R0/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY135750,Yes,2151,H4N6,07/25/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05408R0/2010
4,HA,CY135763,Yes,1740,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05487R0/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY135768,Yes,2208,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05487R0/2010
6,NA,CY135765,Yes,1421,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05487R0/2010
7,"M1,M2",CY135764,Yes,1002,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05487R0/2010
5,NP,CY135766,Yes,1540,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05487R0/2010
2,"PB1,PB1-F2,PB1-N40",CY135769,Yes,2309,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05487R0/2010
1,PB2,CY135770,Yes,2316,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05487R0/2010
8,"NS1,NS2",CY135767,Yes,855,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05487R0/2010
2,"PB1,PB1-F2,PB1-N40",CY135777,Yes,2309,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05491R0/2010
1,PB2,CY135778,Yes,2316,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05491R0/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY135776,Yes,2208,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05491R0/2010
7,"M1,M2",CY135772,Yes,1002,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05491R0/2010
6,NA,CY135773,Yes,1421,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05491R0/2010
5,NP,CY135774,Yes,1540,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05491R0/2010
8,"NS1,NS2",CY135775,Yes,855,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05491R0/2010
4,HA,CY135771,Yes,1740,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05491R0/2010
4,HA,CY135787,Yes,1740,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05638R0/2010
5,NP,CY135790,Yes,1540,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05638R0/2010
6,NA,CY135789,Yes,1421,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05638R0/2010
1,PB2,CY135794,Yes,2307,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05638R0/2010
7,"M1,M2",CY135788,Yes,1002,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05638R0/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY135792,Yes,2208,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05638R0/2010
2,"PB1,PB1-F2,PB1-N40",CY135793,Yes,2309,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05638R0/2010
8,"NS1,NS2",CY135791,Yes,865,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05638R0/2010
5,NP,CY135248,Yes,1540,mixed,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05646R0/2010
7,"M1,M2",CY135245,Yes,1002,mixed,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05646R0/2010
2,"PB1,PB1-F2,PB1-N40",CY135251,Yes,2309,mixed,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05646R0/2010
1,PB2,CY135252,Yes,2307,mixed,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05646R0/2010
6,NA,CY135247,Yes,1437,(N6),07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05646R0/2010
6,NA,CY135246,Yes,1421,(N8),07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05646R0/2010
4,HA,CY135244,Yes,1740,(H3),07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05646R0/2010
8,"NS1,NS2",CY135249,Yes,865,mixed,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05646R0/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY135250,Yes,2208,mixed,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05646R0/2010
1,PB2,CY135802,Yes,2307,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05649R0/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY135800,Yes,2208,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05649R0/2010
5,NP,CY135798,Yes,1540,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05649R0/2010
4,HA,CY135795,Yes,1740,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05649R0/2010
6,NA,CY135797,Yes,1421,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05649R0/2010
7,"M1,M2",CY135796,Yes,991,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05649R0/2010
2,"PB1,PB1-F2,PB1-N40",CY135801,Yes,2309,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05649R0/2010
8,"NS1,NS2",CY135799,Yes,865,H3N8,07/26/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM05649R0/2010
1,PB2,CY125765,Yes,2307,H9N2,09/08/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM16764R0/2010
5,NP,CY125761,Yes,1537,H9N2,09/08/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM16764R0/2010
8,"NS1,NS2",CY125762,Yes,865,H9N2,09/08/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM16764R0/2010
2,"PB1,PB1-F2,PB1-N40",CY125764,Yes,2316,H9N2,09/08/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM16764R0/2010
6,NA,CY125760,Yes,1426,H9N2,09/08/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM16764R0/2010
7,"M1,M2",CY125759,Yes,1002,H9N2,09/08/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM16764R0/2010
4,HA,CY125758,Yes,1683,H9N2,09/08/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM16764R0/2010
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY125763,Yes,2208,H9N2,09/08/2010,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/10BM16764R0/2010
4,HA,CY039763,Yes,1765,H3N8,09/06/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/2/2007
1,PB2,CY039760,Yes,2341,H3N8,09/06/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/2/2007
8,"NS1,NS2",CY039767,Yes,890,H3N8,09/06/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/2/2007
5,NP,CY039764,Yes,1565,H3N8,09/06/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/2/2007
6,NA,CY039765,Yes,1460,H3N8,09/06/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/2/2007
2,"PB1,PB1-F2,PB1-N40",CY039761,Yes,2341,H3N8,09/06/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/2/2007
7,"M1,M2",CY039766,Yes,1027,H3N8,09/06/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/2/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY039762,Yes,2233,H3N8,09/06/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/2/2007
7,"M1,M2",CY039797,Yes,1027,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/3/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY039793,Yes,2233,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/3/2007
4,HA,CY039794,Yes,1765,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/3/2007
1,PB2,CY039791,Yes,2341,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/3/2007
2,"PB1,PB1-F2,PB1-N40",CY039792,Yes,2341,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/3/2007
5,NP,CY039795,Yes,1565,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/3/2007
6,NA,CY039796,Yes,1460,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/3/2007
8,"NS1,NS2",CY039798,Yes,890,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/3/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY039825,Yes,2233,H3N8,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/4/2007
6,NA,CY039828,Yes,1460,H3N8,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/4/2007
2,"PB1,PB1-F2,PB1-N40",CY039824,Yes,2341,H3N8,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/4/2007
8,"NS1,NS2",CY039830,Yes,890,H3N8,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/4/2007
4,HA,CY039826,Yes,1765,H3N8,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/4/2007
5,NP,CY039827,Yes,1565,H3N8,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/4/2007
7,"M1,M2",CY039829,Yes,1027,H3N8,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/4/2007
1,PB2,CY039823,Yes,2341,H3N8,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/4/2007
5,NP,CY077281,Yes,1540,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0944/2007(H3N8)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY077283,Yes,2207,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0944/2007(H3N8)
1,PB2,CY077285,Yes,2316,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0944/2007(H3N8)
8,"NS1,NS2",CY077282,Yes,865,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0944/2007(H3N8)
6,NA,CY077280,Yes,1436,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0944/2007(H3N8)
7,"M1,M2",CY077279,Yes,992,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0944/2007(H3N8)
4,HA,CY077278,Yes,1740,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0944/2007(H3N8)
2,"PB1,PB1-F2,PB1-N40",CY077284,Yes,2316,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0944/2007(H3N8)
1,PB2,CY078970,Yes,2306,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0953/2007(H3N8)
7,"M1,M2",CY078964,Yes,1002,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0953/2007(H3N8)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY078968,Yes,2208,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0953/2007(H3N8)
8,"NS1,NS2",CY078967,Yes,865,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0953/2007(H3N8)
2,"PB1,PB1-F2,PB1-N40",CY078969,Yes,2316,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0953/2007(H3N8)
6,NA,CY078965,Yes,1425,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0953/2007(H3N8)
4,HA,CY078963,Yes,1731,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0953/2007(H3N8)
5,NP,CY078966,Yes,1523,H3N8,09/07/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP0953/2007(H3N8)
7,"M1,M2",CY077389,Yes,1002,H3N8,09/12/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1033/2007(H3N8)
1,PB2,CY077395,Yes,2297,H3N8,09/12/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1033/2007(H3N8)
8,"NS1,NS2",CY077392,Yes,865,H3N8,09/12/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1033/2007(H3N8)
4,HA,CY077388,Yes,1731,H3N8,09/12/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1033/2007(H3N8)
5,NP,CY077391,Yes,1540,H3N8,09/12/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1033/2007(H3N8)
2,"PB1,PB1-F2,PB1-N40",CY077394,Yes,2308,H3N8,09/12/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1033/2007(H3N8)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY077393,Yes,2208,H3N8,09/12/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1033/2007(H3N8)
6,NA,CY077390,Yes,1425,H3N8,09/12/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1033/2007(H3N8)
2,"PB1,PB1-F2,PB1-N40",CY077300,Yes,2316,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1077/2007
4,HA,CY077294,Yes,1751,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1077/2007
6,NA,CY077296,Yes,1410,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1077/2007
5,NP,CY077297,Yes,1540,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1077/2007
7,"M1,M2",CY077295,Yes,1002,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1077/2007
1,PB2,CY077301,Yes,2316,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1077/2007
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY077299,Yes,2208,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1077/2007
8,"NS1,NS2",CY077298,Yes,861,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1077/2007
6,NA,CY077304,Yes,1435,H3N8,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1080/2007(H3N8)
2,"PB1,PB1-F2,PB1-N40",CY077308,Yes,2308,H3N8,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1080/2007(H3N8)
4,HA,CY077302,Yes,1731,H3N8,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1080/2007(H3N8)
7,"M1,M2",CY077303,Yes,1002,H3N8,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1080/2007(H3N8)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY077307,Yes,2203,H3N8,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1080/2007(H3N8)
5,NP,CY077305,Yes,1540,H3N8,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1080/2007(H3N8)
8,"NS1,NS2",CY077306,Yes,865,H3N8,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1080/2007(H3N8)
1,PB2,CY077309,Yes,2315,H3N8,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1080/2007(H3N8)
8,"NS1,NS2",CY077226,Yes,865,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1081/2007(H1N1)
1,PB2,CY077229,Yes,2316,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1081/2007(H1N1)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY077227,Yes,2195,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1081/2007(H1N1)
7,"M1,M2",CY077223,Yes,1002,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1081/2007(H1N1)
2,"PB1,PB1-F2,PB1-N40",CY077228,Yes,2316,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1081/2007(H1N1)
6,NA,CY077224,Yes,1433,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1081/2007(H1N1)
5,NP,CY077225,Yes,1540,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1081/2007(H1N1)
4,HA,CY077222,Yes,1704,H1N1,09/10/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1081/2007(H1N1)
2,"PB1,PB1-F2,PB1-N40",CY077339,Yes,2313,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1649/2007(H3N8)
8,"NS1,NS2",CY077337,Yes,865,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1649/2007(H3N8)
7,"M1,M2",CY077334,Yes,1002,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1649/2007(H3N8)
4,HA,CY077333,Yes,1731,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1649/2007(H3N8)
5,NP,CY077336,Yes,1531,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1649/2007(H3N8)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY077338,Yes,2208,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1649/2007(H3N8)
1,PB2,CY077340,Yes,2307,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1649/2007(H3N8)
6,NA,CY077335,Yes,1424,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1649/2007(H3N8)
6,NA,CY077350,Yes,1425,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1670/2007(H3N8)
2,"PB1,PB1-F2,PB1-N40",CY077354,Yes,2308,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1670/2007(H3N8)
1,PB2,CY077355,Yes,2315,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1670/2007(H3N8)
7,"M1,M2",CY077413,Yes,1002,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1670/2007(H3N8)
5,NP,CY077351,Yes,1538,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1670/2007(H3N8)
4,HA,CY077349,Yes,1731,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1670/2007(H3N8)
